Last Index Change,Symbol,Company,Sector,Industry
2011-05-13,DAY,Daylight Energy Ltd.,Energy,
2011-05-13,DML,Denison Mines Corp,Materials,
2011-05-13,DGC,Detour Gold Corporation,Materials,
2011-05-13,DOL,Dollarama Inc.,Consumer Discretionary,
2011-05-13,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2011-05-13,DC.A,Dundee Corporation,Financials,
2011-05-13,DPM,Dundee Precious Metals,Materials,
2011-05-13,D.UN,Dundee REIT,Financials,
2011-05-13,ELR,Eastern Platinum Limited,Materials,
2011-05-13,ELD,Eldorado Gold Corporation,Materials,
2011-05-13,EMA,Emera Incorporated,Utilities,
2011-05-13,EMP.A,Empire Company Ltd.,Consumer Staples,
2011-05-13,ENB,Enbridge Inc.,Energy,
2011-05-13,ECA,Encana Corporation,Energy,
2011-05-13,ERF,Enerplus Corporation,Energy,
2011-05-13,ESI,Ensign Energy Services Inc.,Energy,
2011-05-13,EQN,Equinox Minerals Limited,Materials,
2011-05-13,EGU,European Goldfields Limited,Materials,
2011-05-13,EXE.UN,Extendicare REIT,Financials,
2011-05-13,FFH,Fairfax Financial Holdings Limited,Financials,
2011-05-13,FTT,Finning International Inc.,Industrials,
2011-05-13,FCR,First Capital Realty Inc.,Financials,
2011-05-13,FR,First Majestic Silver Corp,Materials,
2011-05-13,FM,First Quantum Minerals Ltd.,Materials,
2011-05-13,FSV,FirstService Corporation,Industrials,
2011-05-13,FES,Flint Energy Services Ltd,Energy,
2011-05-13,FTS,Fortis Inc.,Utilities,
2011-05-13,FGL,Forzani Group Ltd.,Consumer Discretionary,
2011-05-13,FNV,Franco-Nevada Corporation,Materials,
2011-05-13,FRU,Freehold Royalties Ltd.,Energy,
2011-05-13,GBU,Gabriel Resources Ltd.,Materials,
2011-05-13,GAM,Gammon Gold Inc.,Materials,
2011-05-13,MIC,Genworth MI Canada Inc.,Financials,
2011-05-13,WN,George Weston Limited,Consumer Staples,
2011-05-13,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2011-05-13,GMP,GMP Capital Inc.,Financials,
2011-05-13,G,Goldcorp Inc.,Materials,
2011-05-13,GSC,Golden Star Resources Ltd.,Materials,
2011-05-13,GCE,Grande Cache Coal,Materials,
2011-05-13,GBG,Great Basin Gold Ltd.,Materials,
2011-05-13,GWO,Great-West Lifeco Inc.,Financials,
2011-05-13,AER,Groupe Aeroplan Inc.,Consumer Discretionary,
2011-05-13,GUY,Guyana Goldfields Inc.,Materials,
2011-05-13,HR.UN,H & R REIT,Financials,
2011-05-13,HW,Harry Winston Diamond Corporation,Materials,
2011-05-13,HCG,Home Capital Group Inc.,Financials,
2011-05-13,HBM,HudBay Minerals Inc.,Materials,
2011-05-13,HSE,Husky Energy Inc.,Energy,
2011-05-13,IMG,Iamgold Corporation,Materials,
2011-05-13,IGM,IGM Financial Inc.,Financials,
2011-05-13,IMO,Imperial Oil Limited,Energy,
2011-05-13,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2011-05-13,IMN,Inmet Mining Corporation,Materials,
2011-05-13,IFC,Intact Financial Corporation,Financials,
2011-05-13,IPL.UN,Inter Pipeline Fund,Energy,
2011-05-13,IE,Ivanhoe Energy Inc.,Energy,
2011-05-13,IVN,Ivanhoe Mines Limited,Materials,
2011-05-13,JAG,Jaguar Mining Inc.,Materials,
2011-05-13,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2011-05-13,JE,Just Energy Group Inc.,Utilities,
2011-05-13,KEY,Keyera Corp.,Energy,
2011-05-13,K,Kinross Gold Corporation,Materials,
2011-05-13,KGI,Kirkland Lake Gold,Materials,
2011-05-13,LIF.UN,Labrador Iron Ore Royalty Corporation,Materials,
2011-05-13,LSG,Lake Shore Gold Corp.,Materials,
2011-05-13,LB,Laurentian Bank of Canada,Financials,
2011-05-13,LEG,Legacy Oil + Gas Inc.,Energy,
2011-05-13,LNR,Linamar Corporation,Consumer Discretionary,
2011-05-13,L,Loblaw Companies Limited,Consumer Staples,
2011-05-13,LUN,Lundin Mining Corporation,Materials,
2011-05-13,MDA,MacDonald Dettwiler and Associates,Information Technology,
2011-05-13,MG,Magna International Inc.,Consumer Discretionary,
2011-05-13,MDI,Major Drilling Group International Inc.,Materials,
2011-05-13,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2011-05-13,MFC,Manulife Financial Corporation,Financials,
2011-05-13,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2011-05-13,ML,Mercator Minerals Ltd.,Materials,
2011-05-13,MX,Methanex Corporation,Materials,
2011-05-13,MRU.A,Metro Inc.,Consumer Staples,
2011-05-13,MFL,Minefinders Corporation Ltd,Materials,
2011-05-13,MTL,Mullen Group Ltd.,Energy,
2011-05-13,NAE,NAL Energy Corporation,Energy,
2011-05-13,NA,National Bank of Canada,Financials,
2011-05-13,NEM,Neo Materials Technologies Inc.,Materials,
2011-05-13,NSU,Nevsun Resources Ltd.,Materials,
2011-05-13,NGD,New Gold Inc.,Materials,
2011-05-13,NXY,Nexen Inc.,Energy,
2011-05-13,NKO,Niko Resources Ltd.,Energy,
2011-05-13,NDN,Nordion Inc,Health Care,
2011-05-13,PDL,North American Palladium Ltd.,Materials,
2011-05-13,NWF,North West Company Inc.,Consumer Discretionary,
2011-05-13,NDM,Northern Dynasty Minerals Ltd.,Materials,
2011-05-13,NGX,Northgate Minerals Corporation,Materials,
2011-05-13,NPI,Northland Power Inc.,Utilities,
2011-05-13,NG,NovaGold Resources Inc.,Materials,
2011-05-13,NVA,NuVista Energy Ltd.,Energy,
2011-05-13,OGC,OceanaGold Corporation,Materials,
2011-05-13,OCX,Onex Corporation,Financials,
2011-05-13,OTC,Open Text Corporation,Information Technology,
2011-05-13,OSK,Osisko Mining Corporation,Materials,
2011-05-13,PRE,Pacific Rubiales Energy Corp.,Energy,
2011-05-13,PAA,Pan American Silver Corp.,Materials,
2011-05-13,PSI,Pason Systems Inc.,Energy,
2011-05-13,PPL,Pembina Pipeline Corporation,Energy,
2011-05-13,PGF,Pengrowth Energy Corporation,Energy,
2011-05-13,PWT,Penn West Petroleum Ltd.,Energy,
2011-05-13,PMT,Perpetual Energy Inc.,Energy,
2011-05-13,PBN,PetroBakken Energy Ltd.,Energy,
2011-05-13,PBG,Petrobank Energy & Resources Ltd.,Energy,
2011-05-13,PMG,Petrominerales Ltd.,Energy,
2011-05-13,PEY,Peyto Exploration & Development Corp.,Energy,
2011-05-13,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2011-05-13,POW,Power Corporation of Canada,Financials,
2011-05-13,PWF,Power Financial Corporation,Financials,
2011-05-13,PD,Precision Drilling Corporation,Energy,
2011-05-13,PMZ.UN,Primaris Retail REIT,Financials,
2011-05-13,PRQ,Progress Energy Resources Corp.,Energy,
2011-05-13,BIN,Progressive Waste Solutions Ltd.,Industrials,
2011-05-13,PVE,Provident Energy Ltd.,Energy,
2011-05-13,QUX,Quadra FNX Mining Ltd.,Materials,
2011-05-13,QBR.B,Quebecor Inc.,Consumer Discretionary,
2011-05-13,RET.A,Reitmans (Canada) Ltd.,Consumer Discretionary,
2011-05-13,RIM,Research In Motion Limited,Information Technology,
2011-05-13,REI.UN,Riocan REIT,Financials,
2011-05-13,RBA,Ritchie Bros. Auctioneers Incorporated,Industrials,
2011-05-13,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2011-05-13,RON,RONA Inc.,Consumer Discretionary,
2011-05-13,RY,Royal Bank of Canada,Financials,
2011-05-13,RMX,Rubicon Minerals Corp.,Materials,
2011-05-13,RUS,Russel Metals Inc.,Industrials,
2011-05-13,SAP,Saputo Inc.,Consumer Staples,
2011-05-13,SVY,Savanna Energy Services Corp.,Energy,
2011-05-13,SMF,Semafo Inc.,Materials,
2011-05-13,SJR.B,Shaw Communications Inc.,Consumer Discretionary,
2011-05-13,SCL.A,ShawCor Ltd.,Energy,
2011-05-13,S,Sherritt International Corporation,Materials,
2011-05-13,SC,Shoppers Drug Mart Corporation,Consumer Staples,
2011-05-13,SSO,Silver Standard Resources Inc.,Materials,
2011-05-13,SLW,Silver Wheaton Corp.,Materials,
2011-05-13,SVM,Silvercorp Metals Inc.,Materials,
2011-05-13,TRE,Sino-Forest Corporation,Materials,
2011-05-13,SNC,SNC - Lavalin Group Inc.,Industrials,
2011-05-13,SGQ,SouthGobi Resources Ltd.,Materials,
2011-05-13,STN,Stantec Inc.,Industrials,
2011-05-13,SLF,Sun Life Financial Inc.,Financials,
2011-05-13,SU,Suncor Energy Inc.,Energy,
2011-05-13,SPB,Superior Plus Corp.,Industrials,
2011-05-13,SXC,SXC Health Solutions Corp.,Health Care,
2011-05-13,TLM,Talisman Energy Inc.,Energy,
2011-05-13,TKO,Taseko Mines Limited,Materials,
2011-05-13,TCK.B,Teck Resources Limited,Materials,
2011-05-13,T,Telus Corporation,Telecommunication Services,
2011-05-13,TCM,Thompson Creek Metals Company Inc.,Materials,
2011-05-13,TRI,Thomson Reuters Corporation,Consumer Discretionary,
2011-05-13,THI,Tim Hortons Inc.,Consumer Discretionary,
2011-05-13,X,TMX Group Inc.,Financials,
2011-05-13,TIH,Toromont Industries Ltd.,Industrials,
2011-05-13,TD,Toronto-Dominion Bank,Financials,
2011-05-13,TA,TransAlta Corporation,Utilities,
2011-05-13,TRZ.B,"Transat A.T., Inc.",Industrials,
2011-05-13,TRP,TransCanada Corporation,Energy,
2011-05-13,TCL.A,Transcontinental Inc.,Industrials,
2011-05-13,TFI,TransForce Inc.,Industrials,
2011-05-13,TGL,TransGlobe Energy Corp,Energy,
2011-05-13,TCW,Trican Well Service Ltd.,Energy,
2011-05-13,TET,Trilogy Energy Corp.,Energy,
2011-05-13,TDG,Trinidad Drilling Ltd.,Energy,
2011-05-13,UUU,Uranium One Inc.,Energy,
2011-05-13,VRX,Valeant Pharmaceuticals International Inc.,Health Care,
2011-05-13,VSN,Veresen Inc.,Energy,
2011-05-13,VET,Vermilion Energy Inc.,Energy,
2011-05-13,VT,Viterra Inc.,Consumer Staples,
2011-05-13,WFT,West Fraser Timber Co Ltd.,Materials,
2011-05-13,WJA,WestJet Airlines Ltd.,Industrials,
2011-05-13,WPT,Westport Innovations Inc.,Consumer Discretionary,
2011-05-13,WTE.UN,Westshore Terminals Investment Corporation,Industrials,
2011-05-13,YRI,Yamana Gold Inc.,Materials,
2011-05-13,YLO,Yellow Media Inc.,Consumer Discretionary,
2011-04-08,AAV,Advantage Oil & Gas Ltd.,Energy,
2011-04-08,ARE,Aecon Group Inc.,Industrials,
2011-04-08,AGF.B,AGF Management Ltd.,Financials,
2011-04-08,AEM,Agnico-Eagle Mines Ltd.,Materials,
2011-04-08,AGU,Agrium Inc.,Materials,
2011-04-08,AC.B,Air Canada,Industrials,
2011-04-08,ASR,Alacer Gold Corp.,Materials,
2011-04-08,AGI,Alamos Gold Inc.,Materials,
2011-04-08,ATD.B,Alimentation Couche-Tard Inc.,Consumer Staples,
2011-04-08,AP.UN,Allied Properties REIT,Financials,
2011-04-08,ALA,AltaGas Ltd.,Energy,
2011-04-08,ARX,ARC Resources Ltd.,Energy,
2011-04-08,AX.UN,Artis REIT,Financials,
2011-04-08,ACM.A,Astral Media Inc.,Consumer Discretionary,
2011-04-08,ACO.X,Atco Ltd.,Utilities,
2011-04-08,ATP,Atlantic Power Corporation,Utilities,
2011-04-08,ARZ,Aurizon Mines Ltd.,Materials,
2011-04-08,BMO,Bank of Montreal,Financials,
2011-04-08,BNS,Bank of Nova Scotia,Financials,
2011-04-08,BNK,Bankers Petroleum Ltd.,Energy,
2011-04-08,ABX,Barrick Gold Corporation,Materials,
2011-04-08,BTE,Baytex Energy Corp.,Energy,
2011-04-08,BCE,BCE Inc.,Telecommunication Services,
2011-04-08,BA,Bell Aliant Inc.,Telecommunication Services,
2011-04-08,BIR,Birchcliff Energy Ltd.,Energy,
2011-04-08,PXX,BlackPearl Resources Inc.,Energy,
2011-04-08,BEI.UN,Boardwalk REIT,Financials,
2011-04-08,BBD.B,Bombardier Inc.,Industrials,
2011-04-08,BNP,Bonavista Energy Corporation,Energy,
2011-04-08,BAM.A,Brookfield Asset Management Inc.,Financials,
2011-04-08,BPO,Brookfield Properties Corporation,Financials,
2011-04-08,BRC.UN,Brookfield Renewable Power Fund,Energy,
2011-04-08,CAE,CAE Inc.,Industrials,
2011-04-08,CFW,Calfrac Well Services Ltd.,Energy,
2011-04-08,CWT.UN,Calloway REIT,Financials,
2011-04-08,CCO,Cameco Corporation,Energy,
2011-04-08,CAR.UN,Canadian Apartment Properties (CAP) REIT,Financials,
2011-04-08,CM,Canadian Imperial Bank of Commerce,Financials,
2011-04-08,CNR,Canadian National Railway Company,Industrials,
2011-04-08,CNQ,Canadian Natural Resources Limited,Energy,
2011-04-08,COS,Canadian Oil Sands Limited,Energy,
2011-04-08,CP,Canadian Pacific Railway Ltd.,Industrials,
2011-04-08,REF.UN,Canadian REIT,Financials,
2011-04-08,CTC.A,Canadian Tire Corporation Ltd.,Consumer Discretionary,
2011-04-08,CU,Canadian Utilities Limited,Utilities,
2011-04-08,CWB,Canadian Western Bank,Financials,
2011-04-08,CFP,Canfor Corporation,Materials,
2011-04-08,CPA.UN,Capital Power Income L.P.,Utilities,
2011-04-08,CS,Capstone Mining Corp.,Materials,
2011-04-08,CCL.B,CCL Industries Inc.,Materials,
2011-04-08,CLS,Celestica Inc.,Information Technology,
2011-04-08,CLT,Celtic Exploration Ltd.,Materials,
2011-04-08,CVE,Cenovus Energy Inc.,Energy,
2011-04-08,CG,Centerra Gold Inc.,Materials,
2011-04-08,GIB.A,CGI Group Inc.,Information Technology,
2011-04-08,CSH.UN,Chartwell Seniors Housing REIT,Financials,
2011-04-08,CGG,China Gold International Resources Corp. Ltd.,Materials,
2011-04-08,CHR.B,Chorus Aviation Inc.,Industrials,
2011-04-08,CIX,CI Financial Corp.,Financials,
2011-04-08,CGX,Cineplex Inc.,Consumer Discretionary,
2011-04-08,CLC,CML HealthCare Inc,Health Care,
2011-04-08,CCA,Cogeco Cable Inc.,Consumer Discretionary,
2011-04-08,CSI,Colossus Minerals Inc.,Materials,
2011-04-08,CUF.UN,Cominar REIT,Financials,
2011-04-08,CLM,Consolidated Thompson Iron Mines Ltd.,Materials,
2011-04-08,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2011-04-08,BCB,Cott Corporation,Consumer Staples,
2011-04-08,CPG,Crescent Point Energy Corp.,Energy,
2011-04-08,CR,Crew Energy Inc.,Energy,
2011-04-08,DH,Davis & Henderson Corporation,Financials,
2011-04-08,DAY,Daylight Energy Ltd.,Energy,
2011-04-08,DML,Denison Mines Corp,Materials,
2011-04-08,DGC,Detour Gold Corporation,Materials,
2011-04-08,DOL,Dollarama Inc.,Consumer Discretionary,
2011-04-08,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2011-04-08,DC.A,Dundee Corporation,Financials,
2011-04-08,DPM,Dundee Precious Metals,Materials,
2011-04-08,D.UN,Dundee REIT,Financials,
2011-04-08,ELR,Eastern Platinum Limited,Materials,
2011-04-08,ELD,Eldorado Gold Corporation,Materials,
2011-04-08,EMA,Emera Incorporated,Utilities,
2011-04-08,EMP.A,Empire Company Ltd.,Consumer Staples,
2011-04-08,ENB,Enbridge Inc.,Energy,
2011-04-08,ECA,Encana Corporation,Energy,
2011-04-08,ERF,Enerplus Corporation,Energy,
2011-04-08,ESI,Ensign Energy Services Inc.,Energy,
2011-04-08,EQN,Equinox Minerals Limited,Materials,
2011-04-08,EGU,European Goldfields Limited,Materials,
2011-04-08,EXE.UN,Extendicare REIT,Financials,
2011-04-08,FFH,Fairfax Financial Holdings Limited,Financials,
2011-04-08,FTT,Finning International Inc.,Industrials,
2011-04-08,FCR,First Capital Realty Inc.,Financials,
2011-04-08,FR,First Majestic Silver Corp,Materials,
2011-04-08,FM,First Quantum Minerals Ltd.,Materials,
2011-04-08,FSV,FirstService Corporation,Industrials,
2011-04-08,FES,Flint Energy Services Ltd,Energy,
2011-04-08,FTS,Fortis Inc.,Utilities,
2011-04-08,FGL,Forzani Group Ltd.,Consumer Discretionary,
2011-04-08,FNV,Franco-Nevada Corporation,Materials,
2011-04-08,FRU,Freehold Royalties Ltd.,Energy,
2011-04-08,GBU,Gabriel Resources Ltd.,Materials,
2011-04-08,GAM,Gammon Gold Inc.,Materials,
2011-04-08,MIC,Genworth MI Canada Inc.,Financials,
2011-04-08,WN,George Weston Limited,Consumer Staples,
2011-04-08,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2011-04-08,GMP,GMP Capital Inc.,Financials,
2011-04-08,G,Goldcorp Inc.,Materials,
2011-04-08,GSC,Golden Star Resources Ltd.,Materials,
2011-04-08,GCE,Grande Cache Coal,Materials,
2011-04-08,GBG,Great Basin Gold Ltd.,Materials,
2011-04-08,GWO,Great-West Lifeco Inc.,Financials,
2011-04-08,AER,Groupe Aeroplan Inc.,Consumer Discretionary,
2011-04-08,GUY,Guyana Goldfields Inc.,Materials,
2011-04-08,HR.UN,H & R REIT,Financials,
2011-04-08,HW,Harry Winston Diamond Corporation,Materials,
2011-04-08,HCG,Home Capital Group Inc.,Financials,
2011-04-08,HBM,HudBay Minerals Inc.,Materials,
2011-04-08,HSE,Husky Energy Inc.,Energy,
2011-04-08,IMG,Iamgold Corporation,Materials,
2011-04-08,BIN,IESI-BFC Ltd.,Industrials,
2011-04-08,IGM,IGM Financial Inc.,Financials,
2011-04-08,IMO,Imperial Oil Limited,Energy,
2011-04-08,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2011-04-08,IMN,Inmet Mining Corporation,Materials,
2011-04-08,IFC,Intact Financial Corporation,Financials,
2011-04-08,IPL.UN,Inter Pipeline Fund,Energy,
2011-04-08,IE,Ivanhoe Energy Inc.,Energy,
2011-04-08,IVN,Ivanhoe Mines Limited,Materials,
2011-04-08,JAG,Jaguar Mining Inc.,Materials,
2011-04-08,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2011-04-08,JE,Just Energy Group Inc.,Utilities,
2011-04-08,KEY,Keyera Corp.,Energy,
2011-04-08,K,Kinross Gold Corporation,Materials,
2011-04-08,KGI,Kirkland Lake Gold,Materials,
2011-04-08,LIF.UN,Labrador Iron Ore Royalty Corporation,Materials,
2011-04-08,LSG,Lake Shore Gold Corp.,Materials,
2011-04-08,LB,Laurentian Bank of Canada,Financials,
2011-04-08,LEG,Legacy Oil + Gas Inc.,Energy,
2011-04-08,LNR,Linamar Corporation,Consumer Discretionary,
2011-04-08,L,Loblaw Companies Limited,Consumer Staples,
2011-04-08,LUN,Lundin Mining Corporation,Materials,
2011-04-08,MDA,MacDonald Dettwiler and Associates,Information Technology,
2011-04-08,MG,Magna International Inc.,Consumer Discretionary,
2011-04-08,MDI,Major Drilling Group International Inc.,Materials,
2011-04-08,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2011-04-08,MFC,Manulife Financial Corporation,Financials,
2011-04-08,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2011-04-08,ML,Mercator Minerals Ltd.,Materials,
2011-04-08,MX,Methanex Corporation,Materials,
2011-04-08,MRU.A,Metro Inc.,Consumer Staples,
2011-04-08,MFL,Minefinders Corporation Ltd,Materials,
2011-04-08,MTL,Mullen Group Ltd.,Energy,
2011-04-08,NAE,NAL Energy Corporation,Energy,
2011-04-08,NA,National Bank of Canada,Financials,
2011-04-08,NEM,Neo Materials Technologies Inc.,Materials,
2011-04-08,NSU,Nevsun Resources Ltd.,Materials,
2011-04-08,NGD,New Gold Inc.,Materials,
2011-04-08,NXY,Nexen Inc.,Energy,
2011-04-08,NKO,Niko Resources Ltd.,Energy,
2011-04-08,NDN,Nordion Inc,Health Care,
2011-04-08,PDL,North American Palladium Ltd.,Materials,
2011-04-08,NWF,North West Company Inc.,Consumer Discretionary,
2011-04-08,NDM,Northern Dynasty Minerals Ltd.,Materials,
2011-04-08,NGX,Northgate Minerals Corporation,Materials,
2011-04-08,NPI,Northland Power Inc.,Utilities,
2011-04-08,NG,NovaGold Resources Inc.,Materials,
2011-04-08,NVA,NuVista Energy Ltd.,Energy,
2011-04-08,OGC,OceanaGold Corporation,Materials,
2011-04-08,OCX,Onex Corporation,Financials,
2011-04-08,OTC,Open Text Corporation,Information Technology,
2011-04-08,OSK,Osisko Mining Corporation,Materials,
2011-04-08,PRE,Pacific Rubiales Energy Corp.,Energy,
2011-04-08,PAA,Pan American Silver Corp.,Materials,
2011-04-08,PSI,Pason Systems Inc.,Energy,
2011-04-08,PPL,Pembina Pipeline Corporation,Energy,
2011-04-08,PGF,Pengrowth Energy Corporation,Energy,
2011-04-08,PWT,Penn West Petroleum Ltd.,Energy,
2011-04-08,PMT,Perpetual Energy Inc.,Energy,
2011-04-08,PBN,PetroBakken Energy Ltd.,Energy,
2011-04-08,PBG,Petrobank Energy & Resources Ltd.,Energy,
2011-04-08,PMG,Petrominerales Ltd.,Energy,
2011-04-08,PEY,Peyto Exploration & Development Corp.,Energy,
2011-04-08,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2011-04-08,POW,Power Corporation of Canada,Financials,
2011-04-08,PWF,Power Financial Corporation,Financials,
2011-04-08,PD,Precision Drilling Corporation,Energy,
2011-04-08,PMZ.UN,Primaris Retail REIT,Financials,
2011-04-08,PRQ,Progress Energy Resources Corp.,Energy,
2011-04-08,PVE,Provident Energy Ltd.,Energy,
2011-04-08,QUX,Quadra FNX Mining Ltd.,Materials,
2011-04-08,QBR.B,Quebecor Inc.,Consumer Discretionary,
2011-04-08,RET.A,Reitmans (Canada) Ltd.,Consumer Discretionary,
2011-04-08,RIM,Research In Motion Limited,Information Technology,
2011-04-08,REI.UN,Riocan REIT,Financials,
2011-04-08,RBA,Ritchie Bros. Auctioneers Incorporated,Industrials,
2011-04-08,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2011-04-08,RON,RONA Inc.,Consumer Discretionary,
2011-04-08,RY,Royal Bank of Canada,Financials,
2011-04-08,RMX,Rubicon Minerals Corp.,Materials,
2011-04-08,RUS,Russel Metals Inc.,Industrials,
2011-04-08,SAP,Saputo Inc.,Consumer Staples,
2011-04-08,SVY,Savanna Energy Services Corp.,Energy,
2011-04-08,SMF,Semafo Inc.,Materials,
2011-04-08,SJR.B,Shaw Communications Inc.,Consumer Discretionary,
2011-04-08,SCL.A,ShawCor Ltd.,Energy,
2011-04-08,S,Sherritt International Corporation,Materials,
2011-04-08,SC,Shoppers Drug Mart Corporation,Consumer Staples,
2011-04-08,SSO,Silver Standard Resources Inc.,Materials,
2011-04-08,SLW,Silver Wheaton Corp.,Materials,
2011-04-08,SVM,Silvercorp Metals Inc.,Materials,
2011-04-08,TRE,Sino-Forest Corporation,Materials,
2011-04-08,SNC,SNC - Lavalin Group Inc.,Industrials,
2011-04-08,SGQ,SouthGobi Resources Ltd.,Materials,
2011-04-08,STN,Stantec Inc.,Industrials,
2011-04-08,SLF,Sun Life Financial Inc.,Financials,
