Last Index Change,Symbol,Company,Sector,Industry
2011-09-19,G,Goldcorp Inc.,Materials,
2011-09-19,GSC,Golden Star Resources Ltd.,Materials,
2011-09-19,GCE,Grande Cache Coal,Materials,
2011-09-19,GBG,Great Basin Gold Ltd.,Materials,
2011-09-19,GWO,Great-West Lifeco Inc.,Financials,
2011-09-19,AER,Groupe Aeroplan Inc.,Consumer Discretionary,
2011-09-19,GUY,Guyana Goldfields Inc.,Materials,
2011-09-19,HR.UN,H & R REIT,Financials,
2011-09-19,HW,Harry Winston Diamond Corporation,Materials,
2011-09-19,HCG,Home Capital Group Inc.,Financials,
2011-09-19,HBM,HudBay Minerals Inc.,Materials,
2011-09-19,HSE,Husky Energy Inc.,Energy,
2011-09-19,IMG,Iamgold Corporation,Materials,
2011-09-19,IGM,IGM Financial Inc.,Financials,
2011-09-19,IMO,Imperial Oil Limited,Energy,
2011-09-19,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2011-09-19,IMN,Inmet Mining Corporation,Materials,
2011-09-19,IFC,Intact Financial Corporation,Financials,
2011-09-19,IPL.UN,Inter Pipeline Fund,Energy,
2011-09-19,IE,Ivanhoe Energy Inc.,Energy,
2011-09-19,IVN,Ivanhoe Mines Limited,Materials,
2011-09-19,JAG,Jaguar Mining Inc.,Materials,
2011-09-19,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2011-09-19,JE,Just Energy Group Inc.,Utilities,
2011-09-19,KEY,Keyera Corp.,Energy,
2011-09-19,K,Kinross Gold Corporation,Materials,
2011-09-19,KGI,Kirkland Lake Gold,Materials,
2011-09-19,LIF.UN,Labrador Iron Ore Royalty Corporation,Materials,
2011-09-19,LSG,Lake Shore Gold Corp.,Materials,
2011-09-19,LB,Laurentian Bank of Canada,Financials,
2011-09-19,LEG,Legacy Oil + Gas Inc.,Energy,
2011-09-19,LNR,Linamar Corporation,Consumer Discretionary,
2011-09-19,L,Loblaw Companies Limited,Consumer Staples,
2011-09-19,LUN,Lundin Mining Corporation,Materials,
2011-09-19,MDA,MacDonald Dettwiler and Associates,Information Technology,
2011-09-19,MG,Magna International Inc.,Consumer Discretionary,
2011-09-19,MDI,Major Drilling Group International Inc.,Materials,
2011-09-19,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2011-09-19,MFC,Manulife Financial Corporation,Financials,
2011-09-19,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2011-09-19,MEG,MEG Energy Corp.,Energy,
2011-09-19,ML,Mercator Minerals Ltd.,Materials,
2011-09-19,MX,Methanex Corporation,Materials,
2011-09-19,MRU.A,Metro Inc.,Consumer Staples,
2011-09-19,MFL,Minefinders Corporation Ltd,Materials,
2011-09-19,MTL,Mullen Group Ltd.,Energy,
2011-09-19,NAE,NAL Energy Corporation,Energy,
2011-09-19,NA,National Bank of Canada,Financials,
2011-09-19,NEM,Neo Materials Technologies Inc.,Materials,
2011-09-19,NSU,Nevsun Resources Ltd.,Materials,
2011-09-19,NGD,New Gold Inc.,Materials,
2011-09-19,NXY,Nexen Inc.,Energy,
2011-09-19,NKO,Niko Resources Ltd.,Energy,
2011-09-19,NDN,Nordion Inc,Health Care,
2011-09-19,PDL,North American Palladium Ltd.,Materials,
2011-09-19,NWF,North West Company Inc.,Consumer Discretionary,
2011-09-19,NDM,Northern Dynasty Minerals Ltd.,Materials,
2011-09-19,NGX,Northgate Minerals Corporation,Materials,
2011-09-19,NPI,Northland Power Inc.,Utilities,
2011-09-19,NG,NovaGold Resources Inc.,Materials,
2011-09-19,NVA,NuVista Energy Ltd.,Energy,
2011-09-19,OGC,OceanaGold Corporation,Materials,
2011-09-19,OCX,Onex Corporation,Financials,
2011-09-19,OTC,Open Text Corporation,Information Technology,
2011-09-19,OSK,Osisko Mining Corporation,Materials,
2011-09-19,PRE,Pacific Rubiales Energy Corp.,Energy,
2011-09-19,PAA,Pan American Silver Corp.,Materials,
2011-09-19,POU,Paramount Resources Ltd.,Energy,
2011-09-19,PSI,Pason Systems Inc.,Energy,
2011-09-19,PPL,Pembina Pipeline Corporation,Energy,
2011-09-19,PGF,Pengrowth Energy Corporation,Energy,
2011-09-19,PWT,Penn West Petroleum Ltd.,Energy,
2011-09-19,PBN,PetroBakken Energy Ltd.,Energy,
2011-09-19,PBG,Petrobank Energy & Resources Ltd.,Energy,
2011-09-19,PMG,Petrominerales Ltd.,Energy,
2011-09-19,PEY,Peyto Exploration & Development Corp.,Energy,
2011-09-19,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2011-09-19,POW,Power Corporation of Canada,Financials,
2011-09-19,PWF,Power Financial Corporation,Financials,
2011-09-19,PD,Precision Drilling Corporation,Energy,
2011-09-19,PG,Premier Gold Mines Limited,Materials,
2011-09-19,PMZ.UN,Primaris Retail REIT,Financials,
2011-09-19,PRQ,Progress Energy Resources Corp.,Energy,
2011-09-19,BIN,Progressive Waste Solutions Ltd.,Industrials,
2011-09-19,PVE,Provident Energy Ltd.,Energy,
2011-09-19,QUX,Quadra FNX Mining Ltd.,Materials,
2011-09-19,QBR.B,Quebecor Inc.,Consumer Discretionary,
2011-09-19,RET.A,Reitmans (Canada) Ltd.,Consumer Discretionary,
2011-09-19,RIM,Research In Motion Limited,Information Technology,
2011-09-19,REI.UN,Riocan REIT,Financials,
2011-09-19,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2011-09-19,R,Romarco Minerals Inc.,Materials,
2011-09-19,RON,RONA Inc.,Consumer Discretionary,
2011-09-19,RY,Royal Bank of Canada,Financials,
2011-09-19,RMX,Rubicon Minerals Corp.,Materials,
2011-09-19,RUS,Russel Metals Inc.,Industrials,
2011-09-19,SGR,San Gold Corporation,Materials,
2011-09-19,SAP,Saputo Inc.,Consumer Staples,
2011-09-19,SVY,Savanna Energy Services Corp.,Energy,
2011-09-19,SMF,Semafo Inc.,Materials,
2011-09-19,SJR.B,Shaw Communications Inc.,Consumer Discretionary,
2011-09-19,SCL.A,ShawCor Ltd.,Energy,
2011-09-19,S,Sherritt International Corporation,Materials,
2011-09-19,SC,Shoppers Drug Mart Corporation,Consumer Staples,
2011-09-19,SSO,Silver Standard Resources Inc.,Materials,
2011-09-19,SLW,Silver Wheaton Corp.,Materials,
2011-09-19,SVM,Silvercorp Metals Inc.,Materials,
2011-09-19,SNC,SNC - Lavalin Group Inc.,Industrials,
2011-09-19,SGQ,SouthGobi Resources Ltd.,Materials,
2011-09-19,STN,Stantec Inc.,Industrials,
2011-09-19,SLF,Sun Life Financial Inc.,Financials,
2011-09-19,SU,Suncor Energy Inc.,Energy,
2011-09-19,SPB,Superior Plus Corp.,Industrials,
2011-09-19,SXC,SXC Health Solutions Corp.,Health Care,
2011-09-19,THO,Tahoe Resources Inc.,Materials,
2011-09-19,TLM,Talisman Energy Inc.,Energy,
2011-09-19,TKO,Taseko Mines Limited,Materials,
2011-09-19,TCK.B,Teck Resources Limited,Materials,
2011-09-19,T,Telus Corporation,Telecommunication Services,
2011-09-19,TCM,Thompson Creek Metals Company Inc.,Materials,
2011-09-19,TRI,Thomson Reuters Corporation,Consumer Discretionary,
2011-09-19,THI,Tim Hortons Inc.,Consumer Discretionary,
2011-09-19,X,TMX Group Inc.,Financials,
2011-09-19,TIH,Toromont Industries Ltd.,Industrials,
2011-09-19,TD,Toronto-Dominion Bank,Financials,
2011-09-19,TOU,Tourmaline Oil Corp.,Energy,
2011-09-19,TA,TransAlta Corporation,Utilities,
2011-09-19,TRP,TransCanada Corporation,Energy,
2011-09-19,TCL.A,Transcontinental Inc.,Industrials,
2011-09-19,TFI,TransForce Inc.,Industrials,
2011-09-19,TGL,TransGlobe Energy Corp,Energy,
2011-09-19,TCW,Trican Well Service Ltd.,Energy,
2011-09-19,TET,Trilogy Energy Corp.,Energy,
2011-09-19,TDG,Trinidad Drilling Ltd.,Energy,
2011-09-19,UUU,Uranium One Inc.,Energy,
2011-09-19,VRX,Valeant Pharmaceuticals International Inc.,Health Care,
2011-09-19,VSN,Veresen Inc.,Energy,
2011-09-19,VET,Vermilion Energy Inc.,Energy,
2011-09-19,VT,Viterra Inc.,Consumer Staples,
2011-09-19,WFT,West Fraser Timber Co Ltd.,Materials,
2011-09-19,WJA,WestJet Airlines Ltd.,Industrials,
2011-09-19,WPT,Westport Innovations Inc.,Consumer Discretionary,
2011-09-19,WTE.UN,Westshore Terminals Investment Corporation,Industrials,
2011-09-19,WIN,Wi-LAN Inc.,Information Technology,
2011-09-19,YRI,Yamana Gold Inc.,Materials,
2011-09-19,YLO,Yellow Media Inc.,Consumer Discretionary,
2011-07-08,AAV,Advantage Oil & Gas Ltd.,Energy,
2011-07-08,ARE,Aecon Group Inc.,Industrials,
2011-07-08,AGF.B,AGF Management Ltd.,Financials,
2011-07-08,AEM,Agnico-Eagle Mines Ltd.,Materials,
2011-07-08,AGU,Agrium Inc.,Materials,
2011-07-08,AC.B,Air Canada,Industrials,
2011-07-08,ASR,Alacer Gold Corp.,Materials,
2011-07-08,AGI,Alamos Gold Inc.,Materials,
2011-07-08,ATD.B,Alimentation Couche-Tard Inc.,Consumer Staples,
2011-07-08,AP.UN,Allied Properties REIT,Financials,
2011-07-08,ALA,AltaGas Ltd.,Energy,
2011-07-08,ARX,ARC Resources Ltd.,Energy,
2011-07-08,AX.UN,Artis REIT,Financials,
2011-07-08,ACM.A,Astral Media Inc.,Consumer Discretionary,
2011-07-08,ACO.X,Atco Ltd.,Utilities,
2011-07-08,ATH,Athabasca Oil Sands Corp.,Energy,
2011-07-08,ATP,Atlantic Power Corporation,Utilities,
2011-07-08,AUQ,Aurico Gold Inc.,Materials,
2011-07-08,ARZ,Aurizon Mines Ltd.,Materials,
2011-07-08,BTO,B2Gold Corp.,Materials,
2011-07-08,BMO,Bank of Montreal,Financials,
2011-07-08,BNS,Bank of Nova Scotia,Financials,
2011-07-08,BNK,Bankers Petroleum Ltd.,Energy,
2011-07-08,ABX,Barrick Gold Corporation,Materials,
2011-07-08,BTE,Baytex Energy Corp.,Energy,
2011-07-08,BCE,BCE Inc.,Telecommunication Services,
2011-07-08,BA,Bell Aliant Inc.,Telecommunication Services,
2011-07-08,BIR,Birchcliff Energy Ltd.,Energy,
2011-07-08,PXX,BlackPearl Resources Inc.,Energy,
2011-07-08,BEI.UN,Boardwalk REIT,Financials,
2011-07-08,BBD.B,Bombardier Inc.,Industrials,
2011-07-08,BNP,Bonavista Energy Corporation,Energy,
2011-07-08,BNE,Bonterra Energy Corp.,Energy,
2011-07-08,BAM.A,Brookfield Asset Management Inc.,Financials,
2011-07-08,BPO,Brookfield Office Properties Inc.,Financials,
2011-07-08,BRC.UN,Brookfield Renewable Power Fund,Energy,
2011-07-08,CAE,CAE Inc.,Industrials,
2011-07-08,CFW,Calfrac Well Services Ltd.,Energy,
2011-07-08,CWT.UN,Calloway REIT,Financials,
2011-07-08,CCO,Cameco Corporation,Energy,
2011-07-08,CAR.UN,Canadian Apartment Properties (CAP) REIT,Financials,
2011-07-08,CM,Canadian Imperial Bank of Commerce,Financials,
2011-07-08,CNR,Canadian National Railway Company,Industrials,
2011-07-08,CNQ,Canadian Natural Resources Limited,Energy,
2011-07-08,COS,Canadian Oil Sands Limited,Energy,
2011-07-08,CP,Canadian Pacific Railway Ltd.,Industrials,
2011-07-08,REF.UN,Canadian REIT,Financials,
2011-07-08,CTC.A,Canadian Tire Corporation Ltd.,Consumer Discretionary,
2011-07-08,CU,Canadian Utilities Limited,Utilities,
2011-07-08,CWB,Canadian Western Bank,Financials,
2011-07-08,CUS.UN,Canexus Income Fund,Materials,
2011-07-08,CFP,Canfor Corporation,Materials,
2011-07-08,CPX,Capital Power Corporation,Utilities,
2011-07-08,CPA.UN,Capital Power Income L.P.,Utilities,
2011-07-08,CS,Capstone Mining Corp.,Materials,
2011-07-08,CCL.B,CCL Industries Inc.,Materials,
2011-07-08,CLS,Celestica Inc.,Information Technology,
2011-07-08,CLT,Celtic Exploration Ltd.,Materials,
2011-07-08,CVE,Cenovus Energy Inc.,Energy,
2011-07-08,CG,Centerra Gold Inc.,Materials,
2011-07-08,GIB.A,CGI Group Inc.,Information Technology,
2011-07-08,CSH.UN,Chartwell Seniors Housing REIT,Financials,
2011-07-08,CGG,China Gold International Resources Corp. Ltd.,Materials,
2011-07-08,CHR.B,Chorus Aviation Inc.,Industrials,
2011-07-08,CIX,CI Financial Corp.,Financials,
2011-07-08,CGX,Cineplex Inc.,Consumer Discretionary,
2011-07-08,CLC,CML HealthCare Inc,Health Care,
2011-07-08,CCA,Cogeco Cable Inc.,Consumer Discretionary,
2011-07-08,CSI,Colossus Minerals Inc.,Materials,
2011-07-08,CUF.UN,Cominar REIT,Financials,
2011-07-08,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2011-07-08,BCB,Cott Corporation,Consumer Staples,
2011-07-08,CPG,Crescent Point Energy Corp.,Energy,
2011-07-08,CR,Crew Energy Inc.,Energy,
2011-07-08,DH,Davis & Henderson Corporation,Financials,
2011-07-08,DAY,Daylight Energy Ltd.,Energy,
2011-07-08,DML,Denison Mines Corp,Materials,
2011-07-08,DGC,Detour Gold Corporation,Materials,
2011-07-08,DOL,Dollarama Inc.,Consumer Discretionary,
2011-07-08,DII.B,Dorel Industries Inc.,Consumer Discretionary,
2011-07-08,DC.A,Dundee Corporation,Financials,
2011-07-08,DPM,Dundee Precious Metals,Materials,
2011-07-08,D.UN,Dundee REIT,Financials,
2011-07-08,ELR,Eastern Platinum Limited,Materials,
2011-07-08,ELD,Eldorado Gold Corporation,Materials,
2011-07-08,EMA,Emera Incorporated,Utilities,
2011-07-08,EMP.A,Empire Company Ltd.,Consumer Staples,
2011-07-08,ENB,Enbridge Inc.,Energy,
2011-07-08,ECA,Encana Corporation,Energy,
2011-07-08,EDR,Endeavour Silver Corp.,Materials,
2011-07-08,EFX,Enerflex Ltd.,Industrials,
2011-07-08,ERF,Enerplus Corporation,Energy,
2011-07-08,ESI,Ensign Energy Services Inc.,Energy,
2011-07-08,EGU,European Goldfields Limited,Materials,
2011-07-08,EXE.UN,Extendicare REIT,Financials,
2011-07-08,XG,Extorre Gold Mines Limited,Materials,
2011-07-08,FFH,Fairfax Financial Holdings Limited,Financials,
2011-07-08,FTT,Finning International Inc.,Industrials,
2011-07-08,FCR,First Capital Realty Inc.,Financials,
2011-07-08,FR,First Majestic Silver Corp,Materials,
2011-07-08,FM,First Quantum Minerals Ltd.,Materials,
2011-07-08,FSV,FirstService Corporation,Industrials,
2011-07-08,FES,Flint Energy Services Ltd,Energy,
2011-07-08,FTS,Fortis Inc.,Utilities,
2011-07-08,FGL,Forzani Group Ltd.,Consumer Discretionary,
2011-07-08,FNV,Franco-Nevada Corporation,Materials,
2011-07-08,FRU,Freehold Royalties Ltd.,Energy,
2011-07-08,GBU,Gabriel Resources Ltd.,Materials,
2011-07-08,MIC,Genworth MI Canada Inc.,Financials,
2011-07-08,WN,George Weston Limited,Consumer Staples,
2011-07-08,GIL,Gildan Activewear Inc.,Consumer Discretionary,
2011-07-08,GMP,GMP Capital Inc.,Financials,
2011-07-08,G,Goldcorp Inc.,Materials,
2011-07-08,GSC,Golden Star Resources Ltd.,Materials,
2011-07-08,GCE,Grande Cache Coal,Materials,
2011-07-08,GBG,Great Basin Gold Ltd.,Materials,
2011-07-08,GWO,Great-West Lifeco Inc.,Financials,
2011-07-08,AER,Groupe Aeroplan Inc.,Consumer Discretionary,
2011-07-08,GUY,Guyana Goldfields Inc.,Materials,
2011-07-08,HR.UN,H & R REIT,Financials,
2011-07-08,HW,Harry Winston Diamond Corporation,Materials,
2011-07-08,HCG,Home Capital Group Inc.,Financials,
2011-07-08,HBM,HudBay Minerals Inc.,Materials,
2011-07-08,HSE,Husky Energy Inc.,Energy,
2011-07-08,IMG,Iamgold Corporation,Materials,
2011-07-08,IGM,IGM Financial Inc.,Financials,
2011-07-08,IMO,Imperial Oil Limited,Energy,
2011-07-08,IAG,Industrial Alliance Insurance and Financial Services Inc.,Financials,
2011-07-08,IMN,Inmet Mining Corporation,Materials,
2011-07-08,IFC,Intact Financial Corporation,Financials,
2011-07-08,IPL.UN,Inter Pipeline Fund,Energy,
2011-07-08,IE,Ivanhoe Energy Inc.,Energy,
2011-07-08,IVN,Ivanhoe Mines Limited,Materials,
2011-07-08,JAG,Jaguar Mining Inc.,Materials,
2011-07-08,PJC.A,Jean Coutu Group Inc.,Consumer Staples,
2011-07-08,JE,Just Energy Group Inc.,Utilities,
2011-07-08,KEY,Keyera Corp.,Energy,
2011-07-08,K,Kinross Gold Corporation,Materials,
2011-07-08,KGI,Kirkland Lake Gold,Materials,
2011-07-08,LIF.UN,Labrador Iron Ore Royalty Corporation,Materials,
2011-07-08,LSG,Lake Shore Gold Corp.,Materials,
2011-07-08,LB,Laurentian Bank of Canada,Financials,
2011-07-08,LEG,Legacy Oil + Gas Inc.,Energy,
2011-07-08,LNR,Linamar Corporation,Consumer Discretionary,
2011-07-08,L,Loblaw Companies Limited,Consumer Staples,
2011-07-08,LUN,Lundin Mining Corporation,Materials,
2011-07-08,MDA,MacDonald Dettwiler and Associates,Information Technology,
2011-07-08,MG,Magna International Inc.,Consumer Discretionary,
2011-07-08,MDI,Major Drilling Group International Inc.,Materials,
2011-07-08,MBT,Manitoba Telecom Services Inc.,Telecommunication Services,
2011-07-08,MFC,Manulife Financial Corporation,Financials,
2011-07-08,MFI,Maple Leaf Foods Inc.,Consumer Staples,
2011-07-08,MEG,MEG Energy Corp.,Energy,
2011-07-08,ML,Mercator Minerals Ltd.,Materials,
2011-07-08,MX,Methanex Corporation,Materials,
2011-07-08,MRU.A,Metro Inc.,Consumer Staples,
2011-07-08,MFL,Minefinders Corporation Ltd,Materials,
2011-07-08,MTL,Mullen Group Ltd.,Energy,
2011-07-08,NAE,NAL Energy Corporation,Energy,
2011-07-08,NA,National Bank of Canada,Financials,
2011-07-08,NEM,Neo Materials Technologies Inc.,Materials,
2011-07-08,NSU,Nevsun Resources Ltd.,Materials,
2011-07-08,NGD,New Gold Inc.,Materials,
2011-07-08,NXY,Nexen Inc.,Energy,
2011-07-08,NKO,Niko Resources Ltd.,Energy,
2011-07-08,NDN,Nordion Inc,Health Care,
2011-07-08,PDL,North American Palladium Ltd.,Materials,
2011-07-08,NWF,North West Company Inc.,Consumer Discretionary,
2011-07-08,NDM,Northern Dynasty Minerals Ltd.,Materials,
2011-07-08,NGX,Northgate Minerals Corporation,Materials,
2011-07-08,NPI,Northland Power Inc.,Utilities,
2011-07-08,NG,NovaGold Resources Inc.,Materials,
2011-07-08,NVA,NuVista Energy Ltd.,Energy,
2011-07-08,OGC,OceanaGold Corporation,Materials,
2011-07-08,OCX,Onex Corporation,Financials,
2011-07-08,OTC,Open Text Corporation,Information Technology,
2011-07-08,OSK,Osisko Mining Corporation,Materials,
2011-07-08,PRE,Pacific Rubiales Energy Corp.,Energy,
2011-07-08,PAA,Pan American Silver Corp.,Materials,
2011-07-08,POU,Paramount Resources Ltd.,Energy,
2011-07-08,PSI,Pason Systems Inc.,Energy,
2011-07-08,PPL,Pembina Pipeline Corporation,Energy,
2011-07-08,PGF,Pengrowth Energy Corporation,Energy,
2011-07-08,PWT,Penn West Petroleum Ltd.,Energy,
2011-07-08,PMT,Perpetual Energy Inc.,Energy,
2011-07-08,PBN,PetroBakken Energy Ltd.,Energy,
2011-07-08,PBG,Petrobank Energy & Resources Ltd.,Energy,
2011-07-08,PMG,Petrominerales Ltd.,Energy,
2011-07-08,PEY,Peyto Exploration & Development Corp.,Energy,
2011-07-08,POT,Potash Corporation of Saskatchewan Inc.,Materials,
2011-07-08,POW,Power Corporation of Canada,Financials,
2011-07-08,PWF,Power Financial Corporation,Financials,
2011-07-08,PD,Precision Drilling Corporation,Energy,
2011-07-08,PMZ.UN,Primaris Retail REIT,Financials,
2011-07-08,PRQ,Progress Energy Resources Corp.,Energy,
2011-07-08,BIN,Progressive Waste Solutions Ltd.,Industrials,
2011-07-08,PVE,Provident Energy Ltd.,Energy,
2011-07-08,QUX,Quadra FNX Mining Ltd.,Materials,
2011-07-08,QBR.B,Quebecor Inc.,Consumer Discretionary,
2011-07-08,RET.A,Reitmans (Canada) Ltd.,Consumer Discretionary,
2011-07-08,RIM,Research In Motion Limited,Information Technology,
2011-07-08,REI.UN,Riocan REIT,Financials,
2011-07-08,RCI.B,Rogers Communications Inc.,Telecommunication Services,
2011-07-08,R,Romarco Minerals Inc.,Materials,
2011-07-08,RON,RONA Inc.,Consumer Discretionary,
2011-07-08,RY,Royal Bank of Canada,Financials,
2011-07-08,RMX,Rubicon Minerals Corp.,Materials,
2011-07-08,RUS,Russel Metals Inc.,Industrials,
2011-07-08,SGR,San Gold Corporation,Materials,
2011-07-08,SAP,Saputo Inc.,Consumer Staples,
2011-07-08,SVY,Savanna Energy Services Corp.,Energy,
2011-07-08,SMF,Semafo Inc.,Materials,
2011-07-08,SJR.B,Shaw Communications Inc.,Consumer Discretionary,
2011-07-08,SCL.A,ShawCor Ltd.,Energy,
2011-07-08,S,Sherritt International Corporation,Materials,
2011-07-08,SC,Shoppers Drug Mart Corporation,Consumer Staples,
2011-07-08,SSO,Silver Standard Resources Inc.,Materials,
2011-07-08,SLW,Silver Wheaton Corp.,Materials,
2011-07-08,SVM,Silvercorp Metals Inc.,Materials,
2011-07-08,TRE,Sino-Forest Corporation,Materials,
2011-07-08,SNC,SNC - Lavalin Group Inc.,Industrials,
2011-07-08,SGQ,SouthGobi Resources Ltd.,Materials,
2011-07-08,STN,Stantec Inc.,Industrials,
2011-07-08,SLF,Sun Life Financial Inc.,Financials,
2011-07-08,SU,Suncor Energy Inc.,Energy,
2011-07-08,SPB,Superior Plus Corp.,Industrials,
2011-07-08,SXC,SXC Health Solutions Corp.,Health Care,
2011-07-08,THO,Tahoe Resources Inc.,Materials,
2011-07-08,TLM,Talisman Energy Inc.,Energy,
2011-07-08,TKO,Taseko Mines Limited,Materials,
2011-07-08,TCK.B,Teck Resources Limited,Materials,
2011-07-08,T,Telus Corporation,Telecommunication Services,
2011-07-08,TCM,Thompson Creek Metals Company Inc.,Materials,
2011-07-08,TRI,Thomson Reuters Corporation,Consumer Discretionary,
2011-07-08,THI,Tim Hortons Inc.,Consumer Discretionary,
2011-07-08,X,TMX Group Inc.,Financials,
2011-07-08,TIH,Toromont Industries Ltd.,Industrials,
2011-07-08,TD,Toronto-Dominion Bank,Financials,
2011-07-08,TOU,Tourmaline Oil Corp.,Energy,
2011-07-08,TA,TransAlta Corporation,Utilities,
2011-07-08,TRZ.B,"Transat A.T., Inc.",Industrials,
2011-07-08,TRP,TransCanada Corporation,Energy,
2011-07-08,TCL.A,Transcontinental Inc.,Industrials,
2011-07-08,TFI,TransForce Inc.,Industrials,
2011-07-08,TGL,TransGlobe Energy Corp,Energy,
2011-07-08,TCW,Trican Well Service Ltd.,Energy,
2011-07-08,TET,Trilogy Energy Corp.,Energy,
2011-07-08,TDG,Trinidad Drilling Ltd.,Energy,
2011-07-08,UUU,Uranium One Inc.,Energy,
2011-07-08,VRX,Valeant Pharmaceuticals International Inc.,Health Care,
2011-07-08,VSN,Veresen Inc.,Energy,
2011-07-08,VET,Vermilion Energy Inc.,Energy,
2011-07-08,VT,Viterra Inc.,Consumer Staples,
2011-07-08,WFT,West Fraser Timber Co Ltd.,Materials,
2011-07-08,WJA,WestJet Airlines Ltd.,Industrials,
2011-07-08,WPT,Westport Innovations Inc.,Consumer Discretionary,
2011-07-08,WTE.UN,Westshore Terminals Investment Corporation,Industrials,
2011-07-08,WIN,Wi-LAN Inc.,Information Technology,
2011-07-08,YRI,Yamana Gold Inc.,Materials,
2011-07-08,YLO,Yellow Media Inc.,Consumer Discretionary,
2011-05-13,AAV,Advantage Oil & Gas Ltd.,Energy,
2011-05-13,ARE,Aecon Group Inc.,Industrials,
2011-05-13,AGF.B,AGF Management Ltd.,Financials,
2011-05-13,AEM,Agnico-Eagle Mines Ltd.,Materials,
2011-05-13,AGU,Agrium Inc.,Materials,
2011-05-13,AC.B,Air Canada,Industrials,
2011-05-13,ASR,Alacer Gold Corp.,Materials,
2011-05-13,AGI,Alamos Gold Inc.,Materials,
2011-05-13,ATD.B,Alimentation Couche-Tard Inc.,Consumer Staples,
2011-05-13,AP.UN,Allied Properties REIT,Financials,
2011-05-13,ALA,AltaGas Ltd.,Energy,
2011-05-13,ARX,ARC Resources Ltd.,Energy,
2011-05-13,AX.UN,Artis REIT,Financials,
2011-05-13,ACM.A,Astral Media Inc.,Consumer Discretionary,
2011-05-13,ACO.X,Atco Ltd.,Utilities,
2011-05-13,ATP,Atlantic Power Corporation,Utilities,
2011-05-13,ARZ,Aurizon Mines Ltd.,Materials,
2011-05-13,BMO,Bank of Montreal,Financials,
2011-05-13,BNS,Bank of Nova Scotia,Financials,
2011-05-13,BNK,Bankers Petroleum Ltd.,Energy,
2011-05-13,ABX,Barrick Gold Corporation,Materials,
2011-05-13,BTE,Baytex Energy Corp.,Energy,
2011-05-13,BCE,BCE Inc.,Telecommunication Services,
2011-05-13,BA,Bell Aliant Inc.,Telecommunication Services,
2011-05-13,BIR,Birchcliff Energy Ltd.,Energy,
2011-05-13,PXX,BlackPearl Resources Inc.,Energy,
2011-05-13,BEI.UN,Boardwalk REIT,Financials,
2011-05-13,BBD.B,Bombardier Inc.,Industrials,
2011-05-13,BNP,Bonavista Energy Corporation,Energy,
2011-05-13,BAM.A,Brookfield Asset Management Inc.,Financials,
2011-05-13,BPO,Brookfield Office Properties Inc.,Financials,
2011-05-13,BRC.UN,Brookfield Renewable Power Fund,Energy,
2011-05-13,CAE,CAE Inc.,Industrials,
2011-05-13,CFW,Calfrac Well Services Ltd.,Energy,
2011-05-13,CWT.UN,Calloway REIT,Financials,
2011-05-13,CCO,Cameco Corporation,Energy,
2011-05-13,CAR.UN,Canadian Apartment Properties (CAP) REIT,Financials,
2011-05-13,CM,Canadian Imperial Bank of Commerce,Financials,
2011-05-13,CNR,Canadian National Railway Company,Industrials,
2011-05-13,CNQ,Canadian Natural Resources Limited,Energy,
2011-05-13,COS,Canadian Oil Sands Limited,Energy,
2011-05-13,CP,Canadian Pacific Railway Ltd.,Industrials,
2011-05-13,REF.UN,Canadian REIT,Financials,
2011-05-13,CTC.A,Canadian Tire Corporation Ltd.,Consumer Discretionary,
2011-05-13,CU,Canadian Utilities Limited,Utilities,
2011-05-13,CWB,Canadian Western Bank,Financials,
2011-05-13,CFP,Canfor Corporation,Materials,
2011-05-13,CPA.UN,Capital Power Income L.P.,Utilities,
2011-05-13,CS,Capstone Mining Corp.,Materials,
2011-05-13,CCL.B,CCL Industries Inc.,Materials,
2011-05-13,CLS,Celestica Inc.,Information Technology,
2011-05-13,CLT,Celtic Exploration Ltd.,Materials,
2011-05-13,CVE,Cenovus Energy Inc.,Energy,
2011-05-13,CG,Centerra Gold Inc.,Materials,
2011-05-13,GIB.A,CGI Group Inc.,Information Technology,
2011-05-13,CSH.UN,Chartwell Seniors Housing REIT,Financials,
2011-05-13,CGG,China Gold International Resources Corp. Ltd.,Materials,
2011-05-13,CHR.B,Chorus Aviation Inc.,Industrials,
2011-05-13,CIX,CI Financial Corp.,Financials,
2011-05-13,CGX,Cineplex Inc.,Consumer Discretionary,
2011-05-13,CLC,CML HealthCare Inc,Health Care,
2011-05-13,CCA,Cogeco Cable Inc.,Consumer Discretionary,
2011-05-13,CSI,Colossus Minerals Inc.,Materials,
2011-05-13,CUF.UN,Cominar REIT,Financials,
2011-05-13,CJR.B,Corus Entertainment Inc.,Consumer Discretionary,
2011-05-13,BCB,Cott Corporation,Consumer Staples,
2011-05-13,CPG,Crescent Point Energy Corp.,Energy,
2011-05-13,CR,Crew Energy Inc.,Energy,
2011-05-13,DH,Davis & Henderson Corporation,Financials,
